DAUID,MAG_mean,MAG_std,hf_transit_mean,hf_walk_mean,n_blocks,CSDNAME,CMANAME,Residential instability Scores,Economic dependency Scores,Situational vulnerability Scores,Ethno-cultural composition Scores,Residential instability Quintiles,Economic dependency Quintiles,Situational vulnerability Quintiles,Ethno-cultural composition Quintiles
48062567,-0.04384999999999999,0.028354981925580544,0.06434999999999999,0.0205,2,Calgary,Calgary,-0.913,-0.017,-0.454,0.497,1.0,3.0,2.0,4.0
48062568,-0.0757,0.008278083514115245,0.088925,0.013225,4,Calgary,Calgary,-0.404,0.882,-0.77,0.11,3.0,5.0,1.0,4.0
48062570,-0.043062500000000004,0.0032784741660020545,0.0693875,0.026325,8,Calgary,Calgary,-1.159,-1.573,-1.254,1.0,1.0,1.0,1.0,5.0
48062571,-0.015155555555555554,0.010781362519541666,0.01751111111111111,0.0023555555555555556,9,Calgary,Calgary,-1.416,-0.714,-0.899,-0.499,1.0,2.0,1.0,3.0
48062572,-0.021185714285714283,0.010609182904670928,0.0244,0.0032142857142857142,7,Calgary,Calgary,-0.862,0.598,-0.914,-0.482,1.0,4.0,1.0,3.0
48062574,-0.008885714285714285,0.014031087932567046,0.015585714285714286,0.006699999999999999,7,Calgary,Calgary,-1.198,-1.528,-0.892,0.666,1.0,1.0,1.0,4.0
48062575,-0.026180000000000002,0.013242243012420519,0.03312,0.006939999999999999,5,Calgary,Calgary,-0.928,-1.247,-0.793,0.73,1.0,1.0,1.0,4.0
48062576,-0.028066666666666667,0.018026739398275364,0.03716666666666667,0.009099999999999999,3,Calgary,Calgary,-0.382,-1.401,-0.718,0.578,3.0,1.0,1.0,4.0
48062577,-0.036320000000000005,0.016266745218389576,0.04486,0.00854,5,Calgary,Calgary,-0.633,-1.563,-0.95,0.754,2.0,1.0,1.0,5.0
48062578,-0.0026166666666666664,0.003038036646695801,0.00525,0.0026333333333333334,6,Calgary,Calgary,-0.776,-1.464,-0.314,1.451,2.0,1.0,3.0,5.0
48062579,-0.024233333333333332,0.01907308749695934,0.030666666666666665,0.0064333333333333334,6,Calgary,Calgary,-0.873,-1.234,-0.3,1.605,1.0,1.0,3.0,5.0
48062580,-0.0236125,0.017740545771923542,0.030000000000000002,0.0063875,8,Calgary,Calgary,-0.106,-1.09,-0.355,1.263,3.0,1.0,2.0,5.0
48062581,-0.0118,0.01611536533870703,0.01922,0.00742,5,Calgary,Calgary,-0.552,-1.506,-0.461,1.476,2.0,1.0,2.0,5.0
48062582,0.0025,0.0035355339059327377,0.0,0.0025,2,Calgary,Calgary,-0.907,-0.661,-0.581,0.926,1.0,2.0,2.0,5.0
48062584,-0.05006666666666667,0.006460237353740702,0.0555,0.0054333333333333326,6,Calgary,Calgary,0.773,-1.106,-0.405,1.494,4.0,1.0,2.0,5.0
48062585,-0.040125,0.007479917557477937,0.043475,0.00335,4,Calgary,Calgary,0.581,0.432,-0.93,1.004,4.0,4.0,1.0,5.0
48062586,-0.005366666666666666,0.0007118052168020876,0.009383333333333334,0.004016666666666667,6,Calgary,Calgary,-1.282,-0.263,-0.899,0.169,1.0,3.0,1.0,4.0
48062587,-0.020962500000000002,0.02937904683370689,0.0252375,0.004275,8,Calgary,Calgary,-1.099,-1.418,-0.736,0.07,1.0,1.0,1.0,4.0
48062588,-0.013928571428571429,0.0014174087692150144,0.017771428571428573,0.003842857142857143,7,Calgary,Calgary,-0.942,-1.008,-0.52,0.0,1.0,1.0,2.0,4.0
48062589,-0.0125,0.0013759844960366866,0.0164,0.0039,4,Calgary,Calgary,-0.931,0.811,-0.766,-0.033,1.0,5.0,1.0,4.0
48062590,-0.010700000000000001,0.0006082762530298222,0.014266666666666669,0.0035666666666666663,3,Calgary,Calgary,-0.97,-1.172,-0.514,-0.13,1.0,1.0,2.0,3.0
48062591,-0.046033333333333336,0.013326057538664974,0.050839999999999996,0.0048066666666666666,15,Calgary,Calgary,-0.675,-1.53,-0.535,0.172,2.0,1.0,2.0,4.0
48062592,0.00385,0.004030508652763321,0.00019999999999999998,0.00405,2,Calgary,Calgary,-1.62,1.589,-1.252,-0.084,1.0,5.0,1.0,4.0
48062593,-0.042685714285714285,0.0074054998866672425,0.05101428571428571,0.00832857142857143,7,Calgary,Calgary,-1.082,-1.561,-0.741,-0.029,1.0,1.0,1.0,4.0
48062594,-0.012414285714285715,0.024920502173339697,0.0164,0.003985714285714286,7,Calgary,Calgary,-1.47,-1.563,-0.98,-0.282,1.0,1.0,1.0,3.0
48062595,-0.0128,0.0014000000000000006,0.016233333333333332,0.0034333333333333334,3,Calgary,Calgary,-0.615,-1.227,-0.171,1.46,2.0,1.0,3.0,5.0
48062596,-0.0113,0.0008755950357709128,0.014325,0.003025,4,Calgary,Calgary,-0.135,-1.647,-0.369,1.46,3.0,1.0,2.0,5.0
48062597,-0.045899999999999996,0.013400932803353655,0.052000000000000005,0.0060999999999999995,5,Calgary,Calgary,-0.888,-1.1,-0.696,0.427,1.0,1.0,1.0,4.0
48062598,-0.03955,0.030408008813468865,0.05393333333333333,0.014383333333333333,6,Calgary,Calgary,1.307,-0.574,-0.795,0.837,5.0,2.0,1.0,5.0
48062599,-0.030757142857142854,0.001525185390760901,0.05188571428571429,0.02112857142857143,7,Calgary,Calgary,0.898,-0.49,-0.538,0.14,5.0,2.0,2.0,4.0
48062600,-0.01154,0.001295376393176903,0.02474,0.0132,5,Calgary,Calgary,-0.637,-1.482,-0.44,0.145,2.0,1.0,2.0,4.0
48062601,-0.014833333333333336,0.005752796421451629,0.027233333333333335,0.0124,6,Calgary,Calgary,-0.23,-1.745,-0.253,-0.003,3.0,1.0,3.0,4.0
48062602,-0.007520000000000001,0.009173439921861374,0.01416,0.00664,5,Calgary,Calgary,-0.233,-1.163,-0.984,0.289,3.0,1.0,1.0,4.0
48062603,-0.0173,0.0031764760348537177,0.02504,0.0077399999999999995,5,Calgary,Calgary,-1.184,-1.389,-0.954,1.085,1.0,1.0,1.0,5.0
48062604,-0.0198,0.0005656854249492395,0.030100000000000002,0.0103,2,Calgary,Calgary,0.538,-0.872,-0.507,2.075,4.0,1.0,2.0,5.0
48062605,0.0004999999999999999,0.0,0.0001,0.0006,2,Cochrane,Calgary,-0.389,-1.395,-0.518,-0.18,3.0,1.0,2.0,3.0
48062606,0.00024285714285714283,0.000263673679998231,7.142857142857143e-05,0.0003142857142857143,7,Cochrane,Calgary,-0.558,-1.22,-0.849,-0.108,2.0,1.0,1.0,3.0
48062607,0.0008555555555555556,0.00011303883305208776,0.0003111111111111111,0.0011666666666666665,9,Cochrane,Calgary,-0.154,-1.535,-0.498,-0.365,3.0,1.0,2.0,3.0
48062608,0.0006636363636363636,0.00018586407545691697,0.0002909090909090909,0.0009545454545454546,11,Cochrane,Calgary,0.339,-1.584,-0.614,0.009,4.0,1.0,2.0,4.0
48062609,0.0015,,0.0,0.0015,1,Cochrane,Calgary,-0.65,-0.062,-0.938,0.282,2.0,3.0,1.0,4.0
48062610,0.001175,9.574271077563371e-05,0.0005,0.001675,4,Cochrane,Calgary,-0.383,0.186,-0.636,-0.497,3.0,4.0,2.0,3.0
48062611,0.0008181818181818182,0.00025567159671728367,0.00036363636363636367,0.0011818181818181817,22,Cochrane,Calgary,-0.399,-1.796,-0.769,-0.344,3.0,1.0,1.0,3.0
48062612,0.0006,0.0005196152422706633,0.0003,0.0008999999999999999,3,Cochrane,Calgary,1.041,-0.497,-0.785,-0.413,5.0,2.0,1.0,3.0
48062613,0.0006,0.00029439202887759485,0.000425,0.0010249999999999999,4,Cochrane,Calgary,-0.722,-0.754,-0.613,-0.387,2.0,2.0,2.0,3.0
48062614,0.0009666666666666666,0.00012247448713915884,0.0002444444444444445,0.0012111111111111112,9,Cochrane,Calgary,-0.587,-1.316,-0.742,-0.364,2.0,1.0,1.0,3.0
48062615,0.0007833333333333334,0.0012671490309614994,0.0004666666666666667,0.00125,6,Cochrane,Calgary,-0.774,-1.183,-0.906,-0.55,2.0,1.0,1.0,2.0
48062616,0.0013399999999999998,0.00013416407864998744,0.0001,0.0014399999999999999,5,Cochrane,Calgary,-1.015,-1.425,-0.533,-0.422,1.0,1.0,2.0,3.0
48062617,0.0010357142857142856,0.0002619663597227202,0.00013571428571428572,0.0011714285714285715,14,Cochrane,Calgary,-0.023,-0.634,-0.58,-0.083,4.0,2.0,2.0,4.0
48062618,0.0007478260869565218,0.0002982823025521465,0.00024782608695652177,0.0009956521739130436,23,Cochrane,Calgary,-0.066,-1.347,-0.886,-0.183,3.0,1.0,1.0,3.0
48062619,0.00118,0.00010954451150103328,0.0003,0.00148,5,Cochrane,Calgary,-0.497,-1.419,-0.683,-0.219,2.0,1.0,1.0,3.0
48062620,-0.014633333333333332,0.012140840168620949,0.026033333333333335,0.0114,9,Calgary,Calgary,0.089,-0.134,-0.524,-0.133,4.0,3.0,2.0,3.0
48062621,-0.012833333333333334,0.007340217154743304,0.015741666666666668,0.0029083333333333335,12,Calgary,Calgary,-0.723,-1.396,-0.768,0.086,2.0,1.0,1.0,4.0
48062622,-0.031885000000000004,0.013046204328018975,0.036614999999999995,0.00473,20,Calgary,Calgary,-0.26,-1.262,-0.697,0.915,3.0,1.0,1.0,5.0
48062623,-0.012567741935483871,0.007342996077749835,0.015219354838709677,0.0026516129032258065,31,Calgary,Calgary,0.701,-1.745,-0.975,1.013,4.0,1.0,1.0,5.0
48062624,-0.014115384615384615,0.006264668616494724,0.016661538461538464,0.002546153846153846,39,Calgary,Calgary,0.479,-1.596,-0.782,0.774,4.0,1.0,1.0,5.0
48062625,-0.01835,0.012205216413169727,0.026799999999999997,0.008450000000000001,14,Calgary,Calgary,,,,,,,,
48062626,-0.020819999999999998,0.01045643342636484,0.0257,0.00488,5,Calgary,Calgary,-0.032,-1.591,-0.712,1.923,4.0,1.0,1.0,5.0
48062627,-0.0240625,0.012152946438738927,0.0296375,0.005575,8,Calgary,Calgary,-0.735,-1.278,-0.778,1.443,2.0,1.0,1.0,5.0
48062628,-0.027811111111111106,0.0013411230782859262,0.03467777777777778,0.006866666666666667,9,Calgary,Calgary,-0.457,-1.408,-1.042,1.365,3.0,1.0,1.0,5.0
48062629,-0.0181,0.015042908326154581,0.023683333333333334,0.005583333333333333,12,Calgary,Calgary,-0.017,-1.636,-0.736,1.502,4.0,1.0,1.0,5.0
48062630,-0.018472222222222223,0.00698332514389524,0.022616666666666667,0.0041444444444444445,18,Calgary,Calgary,-0.617,-1.155,-0.487,0.819,2.0,1.0,2.0,5.0
48062631,-0.0291,0.0011357816691600561,0.0328,0.0037,3,Calgary,Calgary,-0.482,-0.92,-0.715,0.378,3.0,1.0,1.0,4.0
48062632,-0.0398,,0.0459,0.0061,1,Calgary,Calgary,1.2,-1.251,-0.247,1.125,5.0,1.0,3.0,5.0
48062633,-0.018366666666666667,0.013395608733213035,0.02218095238095238,0.0038142857142857145,21,Calgary,Calgary,0.589,-1.698,-1.094,1.457,4.0,1.0,1.0,5.0
48062634,-0.02885,0.007763439959193347,0.033216666666666665,0.004366666666666667,6,Calgary,Calgary,0.25,-0.972,-0.752,2.17,4.0,1.0,1.0,5.0
48062635,-0.03935,0.008634060458440163,0.04488333333333333,0.005533333333333334,6,Calgary,Calgary,1.614,-0.906,-0.984,1.128,5.0,1.0,1.0,5.0
48062636,-0.0243,0.004392038251199547,0.028685714285714283,0.004385714285714285,7,Calgary,Calgary,-0.544,-0.922,-0.888,2.181,2.0,1.0,1.0,5.0
48062637,-0.0204,0.009171992942946182,0.025191666666666668,0.004791666666666667,12,Calgary,Calgary,-0.056,-1.021,-0.621,1.778,3.0,1.0,2.0,5.0
48062638,-0.0188,0.007266557447846754,0.0241875,0.0053875,8,Calgary,Calgary,-0.403,-0.851,-0.529,1.284,3.0,1.0,2.0,5.0
48062639,-0.024341176470588234,0.0069898192773069434,0.02762941176470588,0.003288235294117647,17,Calgary,Calgary,-1.063,-1.048,-0.672,0.921,1.0,1.0,1.0,5.0
48062640,-0.041859999999999994,0.006802058511950628,0.0484,0.00654,5,Calgary,Calgary,-0.634,-1.437,-0.442,1.501,2.0,1.0,2.0,5.0
48062641,-0.04095,0.009727229821485665,0.04518333333333333,0.004233333333333333,6,Calgary,Calgary,-0.599,-1.219,-0.334,1.069,2.0,1.0,3.0,5.0
48062642,-0.06680000000000001,0.01714030338121237,0.07783333333333334,0.011033333333333332,3,Calgary,Calgary,,,,,,,,
48062643,-0.04322,0.010305435459018701,0.05145999999999999,0.00824,5,Calgary,Calgary,1.143,0.61,-0.607,1.102,5.0,4.0,2.0,5.0
48062672,-0.009133333333333334,0.00015275252316519498,0.010133333333333333,0.001,3,Calgary,Calgary,-0.768,-0.525,0.891,1.676,2.0,2.0,5.0,5.0
48062673,-0.021446153846153844,0.024248388791306506,0.021876923076923075,0.0004307692307692308,13,Calgary,Calgary,-0.966,0.234,0.368,1.41,1.0,4.0,4.0,5.0
48062674,,,,0.0035,2,Airdrie,Calgary,-0.427,-1.103,-0.455,-0.122,3.0,1.0,2.0,3.0
48062675,,,,0.0071428571428571435,7,Airdrie,Calgary,-0.706,-0.705,-0.26,-0.46,2.0,2.0,3.0,3.0
48062676,,,,0.008233333333333334,3,Airdrie,Calgary,-0.374,-1.392,0.211,0.186,3.0,1.0,4.0,4.0
48062677,,,,0.0036230769230769233,13,Airdrie,Calgary,-0.145,-1.656,-0.477,0.41,3.0,1.0,2.0,4.0
48062678,,,,0.0043,3,Airdrie,Calgary,-0.309,-1.322,-0.141,-0.233,3.0,1.0,3.0,3.0
48062679,,,,0.0064333333333333334,3,Airdrie,Calgary,-0.001,-1.323,0.027,0.491,4.0,1.0,4.0,4.0
48062680,,,,0.006959999999999999,5,Airdrie,Calgary,-1.158,-1.197,-0.708,-0.663,1.0,1.0,1.0,2.0
48062681,,,,0.004266666666666666,12,Airdrie,Calgary,-0.534,-1.506,-0.426,-0.146,2.0,1.0,2.0,3.0
48062682,,,,0.004633333333333333,3,Airdrie,Calgary,-1.114,-1.321,-0.717,-0.254,1.0,1.0,1.0,3.0
48062683,,,,0.006625000000000001,4,Airdrie,Calgary,-0.825,-2.002,-0.724,-0.415,2.0,1.0,1.0,3.0
48062684,,,,0.005423529411764706,17,Airdrie,Calgary,-0.543,-1.638,-0.8,-0.332,2.0,1.0,1.0,3.0
48062685,,,,0.0024111111111111113,18,Airdrie,Calgary,-0.52,-1.748,-0.701,0.254,2.0,1.0,1.0,4.0
48062686,,,,0.00255,6,Airdrie,Calgary,0.509,-1.922,-0.735,1.135,4.0,1.0,1.0,5.0
48062687,,,,0.011133333333333334,3,Airdrie,Calgary,2.061,-0.401,-0.32,0.312,5.0,2.0,3.0,4.0
48062688,,,,0.007866666666666666,3,Airdrie,Calgary,2.249,-0.55,-0.151,0.049,5.0,2.0,3.0,4.0
48062689,0.0038750000000000004,0.00018929694486000907,0.0001,0.0042,6,Airdrie,Calgary,0.511,-1.033,-0.544,1.384,4.0,1.0,2.0,5.0
48062690,0.0011666666666666668,0.0005573747990954262,0.0001,0.003008695652173913,23,Airdrie,Calgary,-0.221,-1.543,-0.657,0.459,3.0,1.0,1.0,4.0
48062691,,,,0.003909090909090909,11,Airdrie,Calgary,-0.165,-1.03,-0.124,0.019,3.0,1.0,3.0,4.0
48062692,,,,0.005568421052631579,19,Airdrie,Calgary,-0.917,-1.545,-0.638,-0.155,1.0,1.0,2.0,3.0
48062693,,,,0.009733333333333333,6,Airdrie,Calgary,-0.547,-1.532,-0.628,-0.104,2.0,1.0,2.0,3.0
48062694,,,,0.005466666666666667,6,Airdrie,Calgary,-0.324,-1.119,-0.93,-0.371,3.0,1.0,1.0,3.0
48062695,0.002325,0.0014479048903255252,0.000125,0.0022047619047619047,42,Airdrie,Calgary,1.139,-1.453,-0.748,0.491,5.0,1.0,1.0,4.0
48062696,,,,0.007500000000000001,3,Airdrie,Calgary,-0.869,-1.163,-0.52,-0.176,1.0,1.0,2.0,3.0
48062697,,,,0.006833333333333334,6,Airdrie,Calgary,-0.811,-1.337,-0.286,-0.024,2.0,1.0,3.0,4.0
48062698,,,,0.004955555555555556,9,Airdrie,Calgary,-0.6,-1.221,-0.426,0.24,2.0,1.0,2.0,4.0
48062699,,,,0.004516666666666666,12,Airdrie,Calgary,0.176,-0.864,-0.13,0.264,4.0,1.0,3.0,4.0
48062700,,,,0.0033285714285714286,7,Airdrie,Calgary,-0.916,-1.404,-0.54,0.122,1.0,1.0,2.0,4.0
48062701,,,,0.0032833333333333334,18,Airdrie,Calgary,-0.064,-1.675,-0.549,1.092,3.0,1.0,2.0,5.0
48062702,,,,0.0038909090909090907,11,Airdrie,Calgary,0.967,0.225,-0.388,-0.008,5.0,4.0,2.0,4.0
48062703,,,,0.0050999999999999995,3,Airdrie,Calgary,0.603,-1.43,-0.311,-0.049,4.0,1.0,3.0,4.0
48062704,,,,0.0055000000000000005,3,Airdrie,Calgary,-0.108,-1.564,0.016,0.112,3.0,1.0,4.0,4.0
48062705,,,,0.004933333333333334,6,Airdrie,Calgary,-0.747,-1.738,-0.532,-0.135,2.0,1.0,2.0,3.0
48062706,,,,0.0028,7,Airdrie,Calgary,-0.398,-1.713,-0.569,0.178,3.0,1.0,2.0,4.0
48062707,,,,0.0014545454545454547,11,Airdrie,Calgary,-0.565,-1.783,-0.869,-0.418,2.0,1.0,1.0,3.0
48062708,,,,0.0025,3,Airdrie,Calgary,-0.958,-0.996,-0.765,-0.43,1.0,1.0,1.0,3.0
48062709,,,,0.001925,8,Airdrie,Calgary,-0.046,-1.784,-0.747,0.491,3.0,1.0,1.0,4.0
48062710,,,,0.0027199999999999998,5,Airdrie,Calgary,-0.832,-1.727,-0.83,-0.151,1.0,1.0,1.0,3.0
48062711,0.0013,0.0,6.666666666666667e-05,0.0014,6,Airdrie,Calgary,-0.735,-1.801,-0.747,-0.49,2.0,1.0,1.0,3.0
48062712,0.00145,7.07106781186547e-05,5e-05,0.001525,4,Airdrie,Calgary,-1.044,-1.651,-0.452,-0.308,1.0,1.0,2.0,3.0
48062713,,,,0.003175,4,Airdrie,Calgary,-0.655,-1.03,-0.327,-0.079,2.0,1.0,3.0,4.0
48062714,,,,0.0015666666666666667,3,Airdrie,Calgary,-0.125,-1.257,-0.355,0.085,3.0,1.0,2.0,4.0
48062715,,,,0.0028,2,Airdrie,Calgary,-0.891,-1.511,-0.881,-0.555,1.0,1.0,1.0,2.0
48062716,,,,0.0040999999999999995,2,Airdrie,Calgary,-0.359,-1.447,-0.418,-0.269,3.0,1.0,2.0,3.0
48062717,,,,0.0042,1,Airdrie,Calgary,-0.634,1.799,-0.768,-0.628,2.0,5.0,1.0,2.0
48062718,,,,0.00525,2,Airdrie,Calgary,-0.2,-1.048,-0.214,-0.251,3.0,1.0,3.0,3.0
48062719,-0.024599999999999997,0.022087779426642234,0.027366666666666668,0.002766666666666667,3,Calgary,Calgary,-1.29,-0.417,-0.786,-0.202,1.0,2.0,1.0,3.0
48062720,-0.027299999999999998,0.022389804227222115,0.03231428571428572,0.005014285714285714,7,Calgary,Calgary,-0.08,0.164,-1.393,-0.379,3.0,4.0,1.0,3.0
48062721,-0.02588333333333333,0.031773600152747355,0.03106666666666667,0.005183333333333334,6,Calgary,Calgary,-0.825,0.655,-0.712,0.165,2.0,4.0,1.0,4.0
48062722,-0.0017249999999999998,0.0037499999999999994,0.00245,0.000725,4,Calgary,Calgary,,,,,,,,
48062723,-0.0014,0.0033286633954186474,0.0029,0.0015000000000000002,3,Calgary,Calgary,-0.963,-0.67,-0.301,0.565,1.0,2.0,3.0,4.0
48062724,-0.002575,0.0029802924113487353,0.0048625000000000005,0.0022875,8,Calgary,Calgary,-0.096,-1.581,-0.822,0.567,3.0,1.0,1.0,4.0
48062726,-0.00896,0.020203291810989614,0.0091,0.00014,5,Calgary,Calgary,,,,,,,,
48062727,-0.0524,0.0007071067811865482,0.0547,0.0023,2,Calgary,Calgary,1.868,-0.025,1.754,-1.19,5.0,3.0,5.0,1.0
48062728,-0.044725,0.002051625371910446,0.054974999999999996,0.01025,4,Calgary,Calgary,-1.014,0.242,-1.22,0.264,1.0,4.0,1.0,4.0
48062729,0.005599999999999999,0.00848528137423857,0.00165,0.0072499999999999995,2,Calgary,Calgary,-0.625,0.353,-0.89,0.15,2.0,4.0,1.0,4.0
48062730,-0.0457,0.002179449471770341,0.07164,0.02594,5,Calgary,Calgary,-1.193,-0.429,-0.805,0.319,1.0,2.0,1.0,4.0
48062731,-0.0433875,0.0033574809860114725,0.0713375,0.02795,8,Calgary,Calgary,-1.138,-1.622,-1.167,0.703,1.0,1.0,1.0,4.0
48062733,-0.11245,0.0164565083376355,0.141375,0.028925,4,Calgary,Calgary,-0.214,-1.274,0.396,0.032,3.0,1.0,4.0,4.0
48062734,-0.1017,0.01733998269895331,0.14963333333333334,0.047933333333333335,9,Calgary,Calgary,0.126,-0.463,-0.481,-0.018,4.0,2.0,2.0,4.0
48062735,-0.12106000000000001,0.0046896694979497305,0.12603999999999999,0.00498,5,Calgary,Calgary,-1.008,-0.419,-0.382,-0.5,1.0,2.0,2.0,3.0
48062736,-0.09792000000000001,0.009310585373648645,0.11002,0.0121,5,Calgary,Calgary,-0.639,-0.913,-0.223,-0.069,2.0,1.0,3.0,4.0
48062741,-0.095825,0.0009639329160614156,0.119625,0.023799999999999998,4,Calgary,Calgary,0.452,-0.146,0.128,0.387,4.0,3.0,4.0,4.0
48062742,-0.10232,0.014403367661765764,0.13102,0.028699999999999996,5,Calgary,Calgary,0.34,0.295,0.443,0.194,4.0,4.0,4.0,4.0
48062743,-0.11423333333333334,0.018482388013096873,0.15085,0.036616666666666665,6,Calgary,Calgary,-1.177,-1.55,-1.228,-0.351,1.0,1.0,1.0,3.0
48062749,-0.10885384615384616,0.031304249322432656,0.14371538461538463,0.03486153846153846,13,Calgary,Calgary,-0.18,0.62,-0.854,-0.223,3.0,4.0,1.0,3.0
48062750,-0.10368888888888889,0.02823076532988631,0.13721111111111112,0.033522222222222224,9,Calgary,Calgary,0.316,-1.066,-0.594,-0.081,4.0,1.0,2.0,4.0
48062751,-0.12305,0.008838834764831872,0.20955000000000001,0.0865,2,Calgary,Calgary,3.225,-1.607,0.005,-0.225,5.0,1.0,4.0,3.0
48062753,-0.10205,0.0068589357775095065,0.2066,0.10455,2,Calgary,Calgary,3.098,-1.028,0.674,0.2,5.0,1.0,5.0,4.0
48062755,-0.08150000000000002,0.0087681240867132,0.19590000000000002,0.1144,2,Calgary,Calgary,2.946,-1.609,-0.752,0.3,5.0,1.0,1.0,4.0
48062757,-0.09985999999999999,0.01822218428180331,0.18504,0.08518,5,Calgary,Calgary,0.596,-0.782,-0.597,-0.138,4.0,1.0,2.0,3.0
48062759,-0.0491,0.0002828427124746173,0.1752,0.1261,2,Calgary,Calgary,3.447,-1.709,-0.32,-0.242,5.0,1.0,3.0,3.0
48062760,-0.04745,0.020178387142988103,0.13789285714285715,0.09044285714285714,14,Calgary,Calgary,-1.549,-1.386,-1.136,-0.246,1.0,1.0,1.0,3.0
48062762,-0.037149999999999996,0.008310034095397363,0.1995,0.16235,4,Calgary,Calgary,2.557,-0.959,-0.322,-0.19,5.0,1.0,3.0,3.0
48062763,-0.043375000000000004,0.001867931119358174,0.180925,0.13755,4,Calgary,Calgary,1.685,-0.881,-0.526,0.103,5.0,1.0,2.0,4.0
48062765,-0.03996666666666666,0.019821368940279242,0.14918333333333333,0.10921666666666667,6,Calgary,Calgary,0.913,-0.6,-0.79,-0.811,5.0,2.0,1.0,1.0
48062766,-0.06266666666666668,0.009597265235472035,0.18894444444444444,0.1262777777777778,9,Calgary,Calgary,1.993,-1.388,-0.562,-0.392,5.0,1.0,2.0,3.0
48062768,-0.1691,0.026286308223103547,0.23340000000000002,0.0643,3,Calgary,Calgary,1.732,-2.436,-0.464,-0.141,5.0,1.0,2.0,3.0
48062769,-0.1115,0.023651990754832177,0.15696153846153849,0.045461538461538456,13,Calgary,Calgary,2.923,-1.71,-1.075,0.375,5.0,1.0,1.0,4.0
48062771,-0.12161999999999999,0.040161584740755554,0.14558,0.023960000000000002,10,Calgary,Calgary,-0.908,-0.355,-0.527,-0.402,1.0,2.0,2.0,3.0
48062772,-0.15498571428571428,0.016285853093682603,0.18899285714285716,0.034007142857142854,14,Calgary,Calgary,0.931,-1.501,-0.375,0.076,5.0,1.0,2.0,4.0
48062773,-0.13322857142857142,0.003069589704240765,0.16754285714285716,0.034314285714285714,7,Calgary,Calgary,0.631,-1.475,-0.477,-0.413,4.0,1.0,2.0,3.0
48062775,-0.13168,0.005152378091716494,0.17296,0.04128,5,Calgary,Calgary,0.629,-0.895,0.623,0.64,4.0,1.0,5.0,4.0
48062777,-0.13567142857142858,0.009925844092689597,0.1803142857142857,0.044642857142857144,7,Calgary,Calgary,0.987,-1.24,-0.251,0.384,5.0,1.0,3.0,4.0
48062779,-0.13800526315789474,0.0037940704738096084,0.17676842105263157,0.03876315789473684,19,Calgary,Calgary,0.836,-0.988,-0.328,0.246,5.0,1.0,3.0,4.0
48062781,-0.051899999999999995,,0.0662,0.0143,1,Calgary,Calgary,2.687,0.188,-0.699,0.283,5.0,4.0,1.0,4.0
48062782,-0.04371666666666666,0.05186163964498874,0.058166666666666665,0.01445,6,Calgary,Calgary,-1.414,0.566,-1.368,-0.317,1.0,4.0,1.0,3.0
48062784,-0.06315,0.017041273426595782,0.07435,0.0112,2,Calgary,Calgary,0.713,0.934,0.005,-0.149,4.0,5.0,4.0,3.0
48062785,-0.07483333333333335,0.02456365879370037,0.08493333333333335,0.0101,3,Calgary,Calgary,-1.448,0.237,-0.567,0.171,1.0,4.0,2.0,4.0
48062786,-0.13936666666666667,0.042317529858598,0.17773333333333333,0.03836666666666667,3,Calgary,Calgary,,,,,,,,
48062787,-0.10944999999999999,0.0033234018715767753,0.14455,0.0351,2,Calgary,Calgary,-0.733,0.986,-0.902,0.508,2.0,5.0,1.0,4.0
48062789,-0.046475,0.03330359089747931,0.04875,0.002275,4,Calgary,Calgary,-0.246,0.153,0.041,0.429,3.0,4.0,4.0,4.0
48062790,-0.05712222222222222,0.029549440679045764,0.06237777777777778,0.005255555555555556,9,Calgary,Calgary,-0.616,-0.341,-0.042,1.123,2.0,2.0,3.0,5.0
48062791,-0.042666666666666665,0.0003785938897200175,0.0476,0.004933333333333334,3,Calgary,Calgary,-0.631,0.28,-0.359,0.176,2.0,4.0,2.0,4.0
48062792,-0.1538,0.019516147160748693,0.16165000000000002,0.00785,2,Calgary,Calgary,0.274,0.856,-0.85,0.928,4.0,5.0,1.0,5.0
48062793,0.0009400000000000001,0.0013107249902248755,0.0,0.0009400000000000001,5,Calgary,Calgary,,,,,,,,
48062794,-0.01244,0.016952079518454365,0.01414,0.0017000000000000001,5,Calgary,Calgary,-0.737,-1.263,-0.098,1.1,2.0,1.0,3.0,5.0
48062798,0.0018,,0.0,0.0018,1,Chestermere,Calgary,,,,,,,,
48062799,0.0007999999999999999,,0.0005,0.0013,1,Chestermere,Calgary,-0.093,-1.836,-0.672,1.147,3.0,1.0,1.0,5.0
48062800,0.0025,,0.0,0.0025,1,Chestermere,Calgary,-0.614,-0.509,-0.308,1.335,2.0,2.0,3.0,5.0
48062802,0.0012333333333333332,0.0011930353445448853,0.0001,0.0013333333333333333,3,Chestermere,Calgary,-1.175,0.245,-0.296,0.987,1.0,4.0,3.0,5.0
48062803,0.00545,0.001202081528017131,0.00025,0.0057,2,Chestermere,Calgary,-1.326,0.737,-0.931,-0.53,1.0,5.0,1.0,2.0
48062807,0.001825,0.000590903263374528,0.000225,0.0020499999999999997,4,Chestermere,Calgary,-1.306,-0.802,-0.48,0.235,1.0,1.0,2.0,4.0
